,0,1,2,3
11373,153,s276,wf_type,-0.002208889067939405
11375,153,s278,wf_type,-0.0003362158982035437
11377,153,s279,wf_type,0.0014869976849122737
11379,153,s282,wf_type,-0.00831929899635725
11381,153,s283,wf_type,0.0005371051077845
11383,153,s286,wf_type,0.001402275995351373
11385,153,s302,wf_type,-0.0023542671568458334
11387,153,s304,wf_type,-0.0004576142859224667
11389,153,s305,wf_type,-0.0010581165089498204
11391,153,s306,wf_type,0.003122170833648854
11393,153,s309,wf_type,-0.004005558698301449
11395,153,s311,wf_type,0.0005987904999346933
11397,154,s009,wf_type,0.0012165634252596644
11399,154,s020,wf_type,0.004039937383193693
11401,154,s175,wf_type,0.0011647954014127502
11403,154,s176,wf_type,0.00018888509769637371
11405,154,s178,wf_type,0.007732346948632151
11407,154,s180,wf_type,-3.860397499920495e-05
11409,154,s181,wf_type,0.00022860282547727896
11411,154,s182,wf_type,0.0010661938251863095
11413,154,s183,wf_type,-0.000388768322405576
11415,154,s189,wf_type,0.00030320534649533695
11417,154,s190,wf_type,0.002886799129622954
11419,154,s198,wf_type,0.00022265158407174687
11421,154,s207,wf_type,-0.0006094729606233242
11423,154,s209,wf_type,-0.0018475563736180503
11425,154,s210,wf_type,0.00033649939966077705
11427,154,s212,wf_type,-0.0022877117924482914
11429,154,s217,wf_type,-0.002182776882655848
11431,154,s219,wf_type,0.0021505454658634136
11433,154,s224,wf_type,-0.0009828267030347632
11435,154,s240,wf_type,0.00015391084971785055
11437,154,s254,wf_type,-0.0007454754105295796
11439,154,s261,wf_type,0.0010428490375208942
11441,154,s262,wf_type,-0.0009565322115343221
11443,154,s263,wf_type,9.037561007639075e-05
11445,154,s267,wf_type,-0.004076378500612919
11447,154,s276,wf_type,-0.0033298854165574716
11449,154,s278,wf_type,-0.0004853194901862964
11451,154,s279,wf_type,-0.0005925185180752089
11453,154,s282,wf_type,0.00019996049697511064
11455,154,s283,wf_type,7.783265532545607e-05
11457,154,s286,wf_type,0.0004413209995254874
11459,154,s302,wf_type,-0.0025902980391969803
11461,154,s304,wf_type,0.00041737397957464966
11463,154,s305,wf_type,0.001851985376835625
11465,154,s306,wf_type,0.0030910807290638314
11467,154,s309,wf_type,0.0007017206523375106
11469,154,s311,wf_type,-0.0005127440000251221
11471,155,s009,wf_type,-0.0006320356489460987
11473,155,s020,wf_type,0.0015998341121507378
11475,155,s175,wf_type,0.0012476292085163232
11477,155,s176,wf_type,-0.0019192341356896422
11479,155,s178,wf_type,0.002433051283196837
11481,155,s180,wf_type,-0.0009588606049965167
11483,155,s181,wf_type,0.00022806369321737107
11485,155,s182,wf_type,0.002298751968253861
11487,155,s183,wf_type,0.0012675322076515306
11489,155,s189,wf_type,-0.0018894873484793424
11491,155,s190,wf_type,-0.0007809431688791085
11493,155,s198,wf_type,-0.00014809913948368107
11495,155,s207,wf_type,-0.0010181811201025054
11497,155,s209,wf_type,-0.00039901715753526846
11499,155,s210,wf_type,0.0028724450967274606
11501,155,s212,wf_type,0.0010552377358536895
11503,155,s217,wf_type,-8.02976450496268e-05
11505,155,s219,wf_type,0.004334747707751511
11507,155,s224,wf_type,0.00026494169164062475
11509,155,s240,wf_type,0.0010570650986167344
11511,155,s254,wf_type,-0.0063442415303342015
11513,155,s261,wf_type,0.0007731759603932279
11515,155,s262,wf_type,-0.0011933870192312778
11517,155,s263,wf_type,-0.0033132932929708283
11519,155,s267,wf_type,0.003076662999810651
11521,155,s276,wf_type,0.004706900004142275
11523,155,s278,wf_type,0.0026330528207696405
11525,155,s279,wf_type,0.00048293332845248483
11527,155,s282,wf_type,0.0026038614963181305
11529,155,s283,wf_type,-0.0009006571478438448
11531,155,s286,wf_type,0.0044816495059058084
11533,155,s302,wf_type,0.0004681950980266635
11535,155,s304,wf_type,0.000613235204322594
11537,155,s305,wf_type,0.002371785848841889
11539,155,s306,wf_type,-0.0025803374999971633
11541,155,s309,wf_type,-0.0024270402133444572
11543,155,s311,wf_type,0.0019193899998936103
11545,156,s009,wf_type,-0.001442967126624554
11547,156,s020,wf_type,-0.002990651869176616
11549,156,s175,wf_type,-0.003542129453004843
11551,156,s176,wf_type,0.0008479807707212443
11553,156,s178,wf_type,-0.0004989383314794668
11555,156,s180,wf_type,0.0017637947399998682
11557,156,s181,wf_type,-0.00211423690038742
11559,156,s182,wf_type,0.002642864692693656
11561,156,s183,wf_type,0.0009189591147454748
11563,156,s189,wf_type,-0.0006436497030147153
11565,156,s190,wf_type,0.0007779696305213429
11567,156,s198,wf_type,-0.001151101698471598
11569,156,s207,wf_type,0.0007061163285433542
11571,156,s209,wf_type,-0.0006469053923330436
11573,156,s210,wf_type,-0.0005004001892909088
11575,156,s212,wf_type,0.0017632816037811997
11577,156,s217,wf_type,-0.00041054056425807406
11579,156,s219,wf_type,0.0018923972847578298
11581,156,s224,wf_type,-0.0007177175776066509
11583,156,s240,wf_type,0.00030322971024532796
11585,156,s254,wf_type,0.00035091256595578147
11587,156,s261,wf_type,-0.0010303951930836796
11589,156,s262,wf_type,0.0022248144230718908
11591,156,s263,wf_type,0.004826681098542969
11593,156,s267,wf_type,-0.0005598714997177029
11595,156,s276,wf_type,-0.0005415692661093393
11597,156,s278,wf_type,3.951948661452599e-05
11599,156,s279,wf_type,-0.0012204009269933325
11601,156,s282,wf_type,-0.0076700120000168705
11603,156,s283,wf_type,-0.00016250509806737496
11605,156,s286,wf_type,0.0028829509974457345
11607,156,s302,wf_type,-4.1598039227692435e-05
11609,156,s304,wf_type,-0.0008625025512461722
11611,156,s305,wf_type,0.00025549245230031993
11613,156,s306,wf_type,-0.0016739624999596934
11615,156,s309,wf_type,-0.0038657282585399617
11617,156,s311,wf_type,-0.0024109909999242506
11619,157,s009,wf_type,0.0006989282404969428
11621,157,s020,wf_type,-0.0017146126168388885
11623,157,s175,wf_type,0.0012933069322874264
11625,157,s176,wf_type,-0.0023476206747895596
11627,157,s178,wf_type,0.0003479811686860481
11629,157,s180,wf_type,-0.0026381150849783806
11631,157,s181,wf_type,-0.00033943772229216775
11633,157,s182,wf_type,-0.0036168560420380947
11635,157,s183,wf_type,0.0012258406447989093
11637,157,s189,wf_type,-0.0007185571023069741
11639,157,s190,wf_type,0.0015506278982179032
11641,157,s198,wf_type,0.004298529339495065
11643,157,s207,wf_type,-0.0008024448975540535
11645,157,s209,wf_type,7.242843047624526e-05
11647,157,s210,wf_type,-0.003165861354015456
11649,157,s212,wf_type,-0.0013125830188729837
11651,157,s217,wf_type,0.0007140033017351976
11653,157,s219,wf_type,-0.006223874115945633
11655,157,s224,wf_type,0.00015694811008870602
11657,157,s240,wf_type,0.0004563051899719366
11659,157,s254,wf_type,-0.0029680393496273826
11661,157,s261,wf_type,-0.0031851149019180773
11663,157,s262,wf_type,0.0015388956730766688
11665,157,s263,wf_type,0.0026295603644784266
11667,157,s267,wf_type,0.0006820730009349061
11669,157,s276,wf_type,0.0014951515574163417
11671,157,s278,wf_type,0.0008648061539786754
11673,157,s279,wf_type,0.003927795837322872
11675,157,s282,wf_type,0.001238078000023961
11677,157,s283,wf_type,0.0006918352066387186
11679,157,s286,wf_type,0.0009206895064562539
11681,157,s302,wf_type,4.857843132234777e-06
11683,157,s304,wf_type,0.0006280331629624227
11685,157,s305,wf_type,-0.00012143443375364627
11687,157,s306,wf_type,0.0027499197913130047
11689,157,s309,wf_type,-0.0016873896731893808
11691,157,s311,wf_type,0.00031786400004420916
11693,158,s009,wf_type,-0.0009198388870572671
11695,158,s020,wf_type,-0.00362756822429542
11697,158,s175,wf_type,0.001959717999852727
11699,158,s176,wf_type,-0.0029265399056244987
11701,158,s178,wf_type,0.0002725289342699974
11703,158,s180,wf_type,-0.0029218192950065734
11705,158,s181,wf_type,-0.000792252278462808
11707,158,s182,wf_type,0.004468671440956818
11709,158,s183,wf_type,0.0037593163606537234
11711,158,s189,wf_type,0.00018682680092751915
11713,158,s190,wf_type,-0.0008526858205355162
11715,158,s198,wf_type,0.0017448976308245367
11717,158,s207,wf_type,-0.0031361892850290288
11719,158,s209,wf_type,-0.001629975001503457
11721,158,s210,wf_type,0.0017466422953778728
11723,158,s212,wf_type,-0.0013878103773695663
11725,158,s217,wf_type,0.000529300467603191
11727,158,s219,wf_type,0.004587835141811174
11729,158,s224,wf_type,-0.0010179188805368707
11731,158,s240,wf_type,0.0008653688732148055
11733,158,s254,wf_type,-0.00047944371379871184
11735,158,s261,wf_type,0.001960409616003746
11737,158,s262,wf_type,0.0008002509615356329
11739,158,s263,wf_type,0.0005491628061707446
11741,158,s267,wf_type,0.00019775149936321956
11743,158,s276,wf_type,0.0007927437594238066
11745,158,s278,wf_type,0.0016328569215077594
11747,158,s279,wf_type,0.0016646092602362241
11749,158,s282,wf_type,0.004438586997566745
11751,158,s283,wf_type,-0.0030960117381218137
11753,158,s286,wf_type,-0.003156199494842441
11755,158,s302,wf_type,0.005293769607858705
11757,158,s304,wf_type,-0.000288465816622043
11759,158,s305,wf_type,-0.00019301792396944262
11761,158,s306,wf_type,0.001120077083214711
11763,158,s309,wf_type,0.00076926413052918
11765,158,s311,wf_type,-0.0013121979999959885
11767,159,s009,wf_type,-7.947268561649805e-05
11769,159,s020,wf_type,-0.0035891313084214704
11771,159,s175,wf_type,-0.00016788378131120155
11773,159,s176,wf_type,-0.002268261538679677
11775,159,s178,wf_type,0.001466709409574955
11777,159,s180,wf_type,-0.002119176854985199
11779,159,s181,wf_type,-0.0021510679897509587
11781,159,s182,wf_type,4.4024618159227775e-05
11783,159,s183,wf_type,-0.0011369686284166658
11785,159,s189,wf_type,-0.0013213920064340783
11787,159,s190,wf_type,0.002040763226061782
11789,159,s198,wf_type,-0.002481656083276634
11791,159,s207,wf_type,0.0030748204082222085
11793,159,s209,wf_type,0.0013385725489534507
11795,159,s210,wf_type,0.00279312767816009
11797,159,s212,wf_type,0.0050902523584943765
11799,159,s217,wf_type,-0.0006400594402122181
11801,159,s219,wf_type,-0.0034091092686005
11803,159,s224,wf_type,-0.0005262171572847483
11805,159,s240,wf_type,-0.00010723490619434788
11807,159,s254,wf_type,-0.0007447661129666145
11809,159,s261,wf_type,0.0006534596146733607
11811,159,s262,wf_type,0.0001227456730827743
11813,159,s263,wf_type,0.0004816957303640861
11815,159,s267,wf_type,0.002041867001098579
11817,159,s276,wf_type,-0.0021279786487866663
11819,159,s278,wf_type,-0.0007479584608704601
11821,159,s279,wf_type,0.003405712036139985
11823,159,s282,wf_type,-0.0001603455026634043
11825,159,s283,wf_type,0.004451457648633088
11827,159,s286,wf_type,-0.0044809189974330385
11829,159,s302,wf_type,0.0011752093137414811
11831,159,s304,wf_type,-0.002654033673099215
11833,159,s305,wf_type,-0.00012717547141156263
11835,159,s306,wf_type,-0.00021522395763895244
11837,159,s309,wf_type,-0.00026119728231012803
11839,159,s311,wf_type,-8.018849997824831e-05
11841,160,s009,wf_type,0.003077182410547889
11843,160,s020,wf_type,0.00123614439253373
11845,160,s175,wf_type,-0.003959313640734763
11847,160,s176,wf_type,-0.0009163201930977471
11849,160,s178,wf_type,0.0032489569137853706
11851,160,s180,wf_type,0.0013179282649844015
11853,160,s181,wf_type,-0.0012442127121656368
11855,160,s182,wf_type,0.0016601535484214547
11857,160,s183,wf_type,0.003541971715854803
11859,160,s189,wf_type,0.001887914083265471
11861,160,s190,wf_type,-0.003592846093751077
11863,160,s198,wf_type,0.0011826700186550938
11865,160,s207,wf_type,-0.003002079080776026
11867,160,s209,wf_type,-0.002253397548224265
11869,160,s210,wf_type,0.002920315831336969
11871,160,s212,wf_type,-0.0006363127358416977
11873,160,s217,wf_type,0.0007889339632249239
11875,160,s219,wf_type,0.002368568067106902
11877,160,s224,wf_type,-0.001206732563727166
11879,160,s240,wf_type,-0.0009449033005127929
11881,160,s254,wf_type,0.00926271857963519
11883,160,s261,wf_type,-0.0019185067313418807
11885,160,s262,wf_type,-0.0001939932692209833
11887,160,s263,wf_type,0.0003778768302986346
11889,160,s267,wf_type,0.001033774000534323
11891,160,s276,wf_type,0.0013359671853928983
11893,160,s278,wf_type,0.002296585133538033
11895,160,s279,wf_type,-0.0007747652793855018
11897,160,s282,wf_type,-0.0004005044966470439
11899,160,s283,wf_type,0.001143882654569285
11901,160,s286,wf_type,0.0027572025032713996
11903,160,s302,wf_type,0.0022378235293948764
11905,160,s304,wf_type,-0.0006209484695597101
11907,160,s305,wf_type,-0.00014825849005851464
11909,160,s306,wf_type,-0.0030349979174388864
11911,160,s309,wf_type,-0.0049553119568609754
11913,160,s311,wf_type,0.0007569560000229094
11915,161,s009,wf_type,0.0027436759259284443
11917,161,s020,wf_type,-0.0010114855140230482
11919,161,s175,wf_type,0.0005436593958165753
11921,161,s176,wf_type,-0.001918026921115458
11923,161,s178,wf_type,0.0018169937682324566
11925,161,s180,wf_type,-0.0021161841700040895
11927,161,s181,wf_type,0.0009060674102621088
11929,161,s182,wf_type,0.00196030476573914
11931,161,s183,wf_type,0.0046817839508208345
11933,161,s189,wf_type,0.0002633787160036407
11935,161,s190,wf_type,-0.00021994634988476306
11937,161,s198,wf_type,-0.0017398052231227552
11939,161,s207,wf_type,-0.0020827535719240126
11941,161,s209,wf_type,0.0019677607824811344
11943,161,s210,wf_type,-0.004375988799438345
11945,161,s212,wf_type,0.0015778014150894361
11947,161,s217,wf_type,0.0015885735782882515
11949,161,s219,wf_type,0.0017410803357725607
11951,161,s224,wf_type,0.0011317791463367952
11953,161,s240,wf_type,0.0007161528293816547
11955,161,s254,wf_type,-0.005769974316719695
11957,161,s261,wf_type,0.0014572552877675292
11959,161,s262,wf_type,-0.00011818413461548257
11961,161,s263,wf_type,0.0011742268270165546
11963,161,s267,wf_type,0.0013551844991161492
11965,161,s276,wf_type,-0.0012487348952466466
11967,161,s278,wf_type,0.001967783593453277
11969,161,s279,wf_type,-0.0004394652787595972
11971,161,s282,wf_type,0.0007636259985156346
11973,161,s283,wf_type,0.0017591408187789584
11975,161,s286,wf_type,-0.0032834155042655777
11977,161,s302,wf_type,-0.00039855196080804757
11979,161,s304,wf_type,0.0008108418364177571
11981,161,s305,wf_type,0.001777904245723479
11983,161,s306,wf_type,0.00402585364599872
11985,161,s309,wf_type,-0.00034836141465980795
11987,161,s311,wf_type,0.0003941219999796877
11989,162,s009,wf_type,0.0007062106446095713
11991,162,s020,wf_type,0.008973130373807545
11993,162,s175,wf_type,-0.00016559736483638272
11995,162,s176,wf_type,0.000925359616723235
11997,162,s178,wf_type,0.0018174752237608174
11999,162,s180,wf_type,-0.0008778775799919466
12001,162,s181,wf_type,0.0005633948438906315
12003,162,s182,wf_type,0.002339167116975234
12005,162,s183,wf_type,0.0030622656830570634
12007,162,s189,wf_type,-0.003091097949951326
12009,162,s190,wf_type,-0.0009631401734185171
12011,162,s198,wf_type,0.0009272030182290576
12013,162,s207,wf_type,-0.0062438729599270295
12015,162,s209,wf_type,0.0004959151961420674
12017,162,s210,wf_type,0.0010374280088096086
12019,162,s212,wf_type,0.0008694051886696225
12021,162,s217,wf_type,0.00041719339568308526
12023,162,s219,wf_type,0.0004366947859698148
12025,162,s224,wf_type,-0.00033708944156731
12027,162,s240,wf_type,0.0008628476424283306
12029,162,s254,wf_type,-0.0014870415258480877
12031,162,s261,wf_type,-0.0021128317306507776
12033,162,s262,wf_type,-0.000463741826923051
12035,162,s263,wf_type,-0.0011245847541963808
12037,162,s267,wf_type,-0.0015606979993754088
12039,162,s276,wf_type,-0.00033609322781558035
12041,162,s278,wf_type,0.0004944497444786316
12043,162,s279,wf_type,0.0008537685196777747
12045,162,s282,wf_type,0.00036153950262814887
12047,162,s283,wf_type,-0.0011780540855620433
12049,162,s286,wf_type,-0.00039519699756056334
12051,162,s302,wf_type,0.0014491955882441087
12053,162,s304,wf_type,-0.0020858178573615427
12055,162,s305,wf_type,0.0006752566041541288
12057,162,s306,wf_type,-0.00041006770804112184
12059,162,s309,wf_type,0.0007828206517328705
12061,162,s311,wf_type,0.0019942925001669213
12063,163,s009,wf_type,0.0005926120362279045
12065,163,s020,wf_type,-0.0034765275701200524
12067,163,s175,wf_type,0.0006243155263897862
12069,163,s176,wf_type,0.0010429009595939616
12071,163,s178,wf_type,0.0018182658401412351
12073,163,s180,wf_type,-0.0013215194299846195
12075,163,s181,wf_type,0.0014341938079286464
12077,163,s182,wf_type,-0.001827115191151687
12079,163,s183,wf_type,0.0021025810601042693
12081,163,s189,wf_type,0.0015867157632766184
12083,163,s190,wf_type,-0.004034017322636727
12085,163,s198,wf_type,-0.0058917127419220025
12087,163,s207,wf_type,-0.003732107145526466
12089,163,s209,wf_type,-0.0003430274507491927
12091,163,s210,wf_type,0.0057056917442726745
12093,163,s212,wf_type,0.0002252787735865469
12095,163,s217,wf_type,0.0019675551931250777
12097,163,s219,wf_type,0.0028492193615184754
12099,163,s224,wf_type,-0.0006042058406098965
12101,163,s240,wf_type,0.0016667070767824666
12103,163,s254,wf_type,0.0024983076470308633
12105,163,s261,wf_type,-0.0028106052884070845
12107,163,s262,wf_type,0.0023475966346069316
12109,163,s263,wf_type,-0.0006437823176383975
12111,163,s267,wf_type,-0.0014727954994305037
12113,163,s276,wf_type,-0.001621604687291742
12115,163,s278,wf_type,-0.0012231015373403468
12117,163,s279,wf_type,-0.0006229282449499741
12119,163,s282,wf_type,0.0022430834930855814
12121,163,s283,wf_type,0.0009792474435870474
12123,163,s286,wf_type,0.002880188496783378
12125,163,s302,wf_type,-0.0016870916666653546
12127,163,s304,wf_type,0.00013054591842347223
12129,163,s305,wf_type,-0.0014416952835745178
12131,163,s306,wf_type,0.0007461916667731768
12133,163,s309,wf_type,-0.006413323370076757
12135,163,s311,wf_type,-0.0007640135000838218
12137,164,s009,wf_type,0.0007426453710111142
12139,164,s020,wf_type,0.0014599088785106577
12141,164,s175,wf_type,-0.0034152436405747717
12143,164,s176,wf_type,0.0004959173093084251
12145,164,s178,wf_type,-0.0037910018570649186
12147,164,s180,wf_type,0.0005611175100011678
12149,164,s181,wf_type,-0.001506812806803523
12151,164,s182,wf_type,0.0008981123249581519
12153,164,s183,wf_type,-0.0003463697540943154
12155,164,s189,wf_type,0.002375153444689822
12157,164,s190,wf_type,3.6916574808180224e-05
12159,164,s198,wf_type,-0.002409624973316333
12161,164,s207,wf_type,-0.0021015500010713502
12163,164,s209,wf_type,0.001284117155877289
12165,164,s210,wf_type,-0.002248021623624176
12167,164,s212,wf_type,0.004682130188675641
12169,164,s217,wf_type,0.0010176283056970755
12171,164,s219,wf_type,0.00022295046720602007
12173,164,s224,wf_type,0.0010954038929721379
12175,164,s240,wf_type,0.002151858024211283
12177,164,s254,wf_type,-0.006119154644315767
12179,164,s261,wf_type,-0.0015343019236192623
12181,164,s262,wf_type,-0.0013821014423040913
12183,164,s263,wf_type,-0.002092864634838271
12185,164,s267,wf_type,6.349999166561093e-06
12187,164,s276,wf_type,-0.0013885546856423992
12189,164,s278,wf_type,0.0036895148694897307
12191,164,s279,wf_type,0.0008895097276696039
12193,164,s282,wf_type,0.00043832900351844617
12195,164,s283,wf_type,0.000649839792904274
12197,164,s286,wf_type,-0.0011249385005794466
12199,164,s302,wf_type,-0.005568781862741485
12201,164,s304,wf_type,-0.00089359489787484
12203,164,s305,wf_type,0.0008686165092512983
12205,164,s306,wf_type,-0.0011761239575207585
12207,164,s309,wf_type,0.002866406523895895
12209,164,s311,wf_type,0.0010804549999011228
12211,165,s009,wf_type,-0.00010430324053029556
12213,165,s020,wf_type,-7.685934582202885e-05
12215,165,s175,wf_type,0.0008718748124465509
12217,165,s176,wf_type,0.0016865884608705532
12219,165,s178,wf_type,-0.0011950046462929182
12221,165,s180,wf_type,-0.0013182155699951188
12223,165,s181,wf_type,7.6114713765664e-05
12225,165,s182,wf_type,0.0025928042243244702
12227,165,s183,wf_type,0.0013119557322301988
12229,165,s189,wf_type,0.0011312680556175279
12231,165,s190,wf_type,-0.002299274533504138
12233,165,s198,wf_type,0.002741480087193109
12235,165,s207,wf_type,-0.0010079688794093634
12237,165,s209,wf_type,0.0019541686265523947
12239,165,s210,wf_type,0.003541048370000984
12241,165,s212,wf_type,0.0007163273584890973
12243,165,s217,wf_type,0.0013987603806011938
12245,165,s219,wf_type,-0.0004830520693859489
12247,165,s224,wf_type,-0.0007929686503045543
12249,165,s240,wf_type,0.0011287245258056336
12251,165,s254,wf_type,0.00628819945268333
12253,165,s261,wf_type,-0.00027231442380490703
12255,165,s262,wf_type,0.0007686134615377903
12257,165,s263,wf_type,0.0010271542691398506
12259,165,s267,wf_type,-0.0007212249992880973
12261,165,s276,wf_type,-0.0033768515713745763
12263,165,s278,wf_type,-0.0004966610206816464
12265,165,s279,wf_type,0.00040795834178829253
12267,165,s282,wf_type,0.001320755002088843
12269,165,s283,wf_type,0.0036755107184016735
12271,165,s286,wf_type,-0.0017127279983833448
12273,165,s302,wf_type,0.0002304039215713973
12275,165,s304,wf_type,4.029030598609751e-05
12277,165,s305,wf_type,0.0008560533011782427
12279,165,s306,wf_type,-0.0035401322916186473
12281,165,s309,wf_type,-0.0005627847846050794
12283,165,s311,wf_type,0.0009506130000045237
12285,166,s009,wf_type,0.0001834180530514236
12287,166,s020,wf_type,-3.884953271876442e-05
12289,166,s175,wf_type,-0.0023353853804716565
12291,166,s176,wf_type,-0.002888385093963451
12293,166,s178,wf_type,0.002281319802168055
12295,166,s180,wf_type,0.0026389332599865167
12297,166,s181,wf_type,0.0007948335941072622
12299,166,s182,wf_type,0.001366320569278734
12301,166,s183,wf_type,0.0006983082950702608
12303,166,s189,wf_type,0.002716200670034116
12305,166,s190,wf_type,-0.0016654335885067234
12307,166,s198,wf_type,-0.0025571985693036195
12309,166,s207,wf_type,0.00138741938696642
12311,166,s209,wf_type,-0.0010144529395106747
12313,166,s210,wf_type,-0.0009973420164897107
12315,166,s212,wf_type,-0.0012758740566038613
12317,166,s217,wf_type,0.0007567981132833314
12319,166,s219,wf_type,0.0008915318230046325
12321,166,s224,wf_type,-0.0010600846418935168
12323,166,s240,wf_type,-0.0024899089585919414
12325,166,s254,wf_type,-0.0013964901693531736
12327,166,s261,wf_type,0.0002701408646736632
12329,166,s262,wf_type,-0.001190350000004953
12331,166,s263,wf_type,8.966585567289224e-05
12333,166,s267,wf_type,-0.005403566999884788
12335,166,s276,wf_type,-0.005709082293227161
12337,166,s278,wf_type,0.0011057153821755696
12339,166,s279,wf_type,0.0007399263914622796
12341,166,s282,wf_type,0.0021207104960922142
12343,166,s283,wf_type,8.565663212758326e-05
12345,166,s286,wf_type,-0.001607489492744209
12347,166,s302,wf_type,0.0010196191176396942
12349,166,s304,wf_type,0.0012636280613262415
12351,166,s305,wf_type,0.00048605707583329393
12353,166,s306,wf_type,0.0017098307298510928
12355,166,s309,wf_type,0.00010056902259669165
12357,166,s311,wf_type,0.00012198249998619043
12359,167,s009,wf_type,-0.0019256518506962394
12361,167,s020,wf_type,0.0020923855139971317
12363,167,s175,wf_type,-0.0003764181925210638
12365,167,s176,wf_type,-3.775577072072031e-05
12367,167,s178,wf_type,0.0005400387597256831
12369,167,s180,wf_type,0.0015675908850107578
12371,167,s181,wf_type,0.0009796595989445326
12373,167,s182,wf_type,0.0027635321686752725
12375,167,s183,wf_type,0.001049952890709562
12377,167,s189,wf_type,-0.00026327934124911376
12379,167,s190,wf_type,0.0015923330340430989
12381,167,s198,wf_type,-0.0026670680287039722
12383,167,s207,wf_type,-0.003168779591630613
12385,167,s209,wf_type,-0.0006464911766313749
12387,167,s210,wf_type,0.0008733039164023158
12389,167,s212,wf_type,-0.0003719311320769266
12391,167,s217,wf_type,0.0009063268816186439
12393,167,s219,wf_type,0.0017429620175217122
12395,167,s224,wf_type,0.0009420115505081568
12397,167,s240,wf_type,-0.0014376438767561383
12399,167,s254,wf_type,0.003452373225791534
12401,167,s261,wf_type,0.0035756836528330134
12403,167,s262,wf_type,-0.00011508701922479866
12405,167,s263,wf_type,0.0006393719508551147
12407,167,s267,wf_type,-0.0011191260011401028
12409,167,s276,wf_type,-0.0020402880230297646
12411,167,s278,wf_type,0.0012246056412083973
12413,167,s279,wf_type,-0.0016685143539992469
12415,167,s282,wf_type,0.0011188024992588878
12417,167,s283,wf_type,0.000482531635052695
12419,167,s286,wf_type,-0.0018449370143935118
12421,167,s302,wf_type,-0.0010855166666554864
12423,167,s304,wf_type,-0.0004484892855618129
12425,167,s305,wf_type,-0.00018132924467966632
12427,167,s306,wf_type,0.0007965083332237555
12429,167,s309,wf_type,0.001037230977090075
12431,167,s311,wf_type,0.00011656350006887917
12433,168,s009,wf_type,-0.000820189814139329
12435,168,s020,wf_type,-0.0005616621495468356
12437,168,s175,wf_type,0.0019992315937239873
12439,168,s176,wf_type,-3.9301923467206684e-05
12441,168,s178,wf_type,0.005100771904009695
12443,168,s180,wf_type,-0.0016786362850143629
12445,168,s181,wf_type,-0.000982073183722776
12447,168,s182,wf_type,0.0007672575274556664
12449,168,s183,wf_type,0.00397577990163688
12451,168,s189,wf_type,0.0005313233090213171
12453,168,s190,wf_type,-0.002553947082358516
12455,168,s198,wf_type,0.0004044838052424098
12457,168,s207,wf_type,0.0015939020400876358
12459,168,s209,wf_type,0.001026175000565582
12461,168,s210,wf_type,4.0783824564035506e-05
12463,168,s212,wf_type,0.0014290962264185674
12465,168,s217,wf_type,-0.001398337738070074
12467,168,s219,wf_type,-0.0007403929786825616
12469,168,s224,wf_type,-0.0012458540391581082
12471,168,s240,wf_type,-0.0018852184074140085
12473,168,s254,wf_type,-0.002924004918259512
12475,168,s261,wf_type,-0.002535240864045381
12477,168,s262,wf_type,-0.0005820879807699313
12479,168,s263,wf_type,-0.00019694268476308914
12481,168,s267,wf_type,-0.001638556500547565
12483,168,s276,wf_type,0.0036251020828785858
12485,168,s278,wf_type,-0.0024213558958413517
12487,168,s279,wf_type,0.002744576390358379
12489,168,s282,wf_type,0.0002103744994383311
12491,168,s283,wf_type,-0.0037163224532173896
12493,168,s286,wf_type,-0.003153586010448638
12495,168,s302,wf_type,0.0012972676470504733
12497,168,s304,wf_type,-0.001629320918125034
12499,168,s305,wf_type,-0.0006813245283479282
12501,168,s306,wf_type,0.001700888541563472
12503,168,s309,wf_type,-0.00022143913235555726
12505,168,s311,wf_type,-0.0012726390000170789
12507,169,s009,wf_type,-0.002114806481080853
12509,169,s020,wf_type,-0.000751756074720599
12511,169,s175,wf_type,-0.0014183420258480819
12513,169,s176,wf_type,0.0021120625001808187
12515,169,s178,wf_type,-0.0033240467332447507
12517,169,s180,wf_type,-0.0027640959749896878
12519,169,s181,wf_type,-0.002526263326388907
12521,169,s182,wf_type,0.002424031320496146
12523,169,s183,wf_type,-0.00035175492349068385
12525,169,s189,wf_type,-0.0021519352119626855
12527,169,s190,wf_type,-0.003514694506992344
12529,169,s198,wf_type,-0.00040619552762816814
12531,169,s207,wf_type,0.0027631280619451514
12533,169,s209,wf_type,0.001133140686422349
12535,169,s210,wf_type,-0.0031677300369968493
12537,169,s212,wf_type,0.0013580443396226393
12539,169,s217,wf_type,0.0002668731140833841
12541,169,s219,wf_type,0.0003707184487548487
12543,169,s224,wf_type,-0.0006026580912184025
12545,169,s240,wf_type,0.0016585570751285208
12547,169,s254,wf_type,0.003366708746587074
12549,169,s261,wf_type,-0.0006119072112107035
12551,169,s262,wf_type,-0.0009227687499982431
12553,169,s263,wf_type,0.0003377688983341711
12555,169,s267,wf_type,0.0032050315002561543
12557,169,s276,wf_type,0.0015865671921346804
12559,169,s278,wf_type,0.00037206512613174186
12561,169,s279,wf_type,0.00040997684980673696
12563,169,s282,wf_type,-0.006160723998909816
12565,169,s283,wf_type,-0.0021626163233660774
12567,169,s286,wf_type,0.000474115512333807
12569,169,s302,wf_type,-0.0003578392156668997
12571,169,s304,wf_type,0.0021534147959681267
12573,169,s305,wf_type,0.0013986575472957178
